Card Concept,Card Element/Type/Slot,Name,Supertype,Type,Subtype,Element,Cost,Dedication,Text,Strength,Defense,Mana,Territory Defense,Flavor Text,Element ID,Card Number,Rarity,Deckbuilding Points,@dedication_image,@rarity_icon,@frame,Card ID,Art ID,@card_image,Set,Subset,@set_symbol,Copyright Text,Landscape Name,Supertype,Type,Subtype,Landscape Text,Landscape Flavor Text,@Landscape_Dedication,Landscape Mana,Landscape Defense,@rarity_icon_landscape,@image_landscape,Landscape Copyright Text,Ben's Rating,Dan's Rating
Monument,Common Light Territory,Monument,Basic,Territory,Monument,Light,,1,"^Monument adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Light.^",,,~1,2,,L,147,Common,0,dedication_Light_1.png,Common.png,frame_Territory_Light_Basic.psd,L147,51,051-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L147",Monument,Basic,Territory,Monument,"^Monument adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Light.^",,dedication_Light_1.png,~1,2,Common.png,monument_light.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L147",,
Monument,Common Light Territory,Monument,Basic,Territory,Monument,Light,,1,"^Monument adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Light.^",,,~1,2,,L,148,Common,0,dedication_Light_1.png,Common.png,frame_Territory_Light_Basic.psd,L148,16,016-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L148",Monument,Basic,Territory,Monument,"^Monument adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Light.^",,dedication_Light_1.png,~1,2,Common.png,monument_light.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L148",,
Monument,Common Light Territory,Monument,Basic,Territory,Monument,Light,,1,"^Monument adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Light.^",,,~1,2,,L,149,Common,0,dedication_Light_1.png,Common.png,frame_Territory_Light_Basic.psd,L149,14,014-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L149",Monument,Basic,Territory,Monument,"^Monument adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Light.^",,dedication_Light_1.png,~1,2,Common.png,monument_light.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L149",,
Monument,Common Light Territory,Monument,Basic,Territory,Monument,Light,,1,"^Monument adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Light.^",,,~1,2,,L,150,Common,0,dedication_Light_1.png,Common.png,frame_Territory_Light_Basic.psd,L150,3,003-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L150",Monument,Basic,Territory,Monument,"^Monument adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Light.^",,dedication_Light_1.png,~1,2,Common.png,monument_light.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L150",,
"Cycle- if charmed, gets a bonus",Common Shadow Unit,Lucky Cutpurse,,Unit,Human Rogue,Shadow,1,1,"If Lucky Cutpurse is charmed, it gets +1/+1 and has %Damage +4% ^(add +4 to this unit's attack rolls)^.",1,1,,,,S,151,Common,0,dedication_Shadow_1.png,Common.png,frame_Unit_Shadow.psd,S151,28,028-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S151",,,,,,,,,,,,,,
Small flying unit with Damage +3,Common Shadow Unit,Razorfang Moonhawk,,Unit,Bird,Shadow,4,2,%Flying% ^(This unit can move into and out of spaces occupied by enemy units.)^§§%Damage +3% ^(add +3 to this unit's attack rolls.)^,2,2,,,,S,152,Common,0,dedication_Shadow_2.png,Common.png,frame_Unit_Shadow.psd,S152,38,038-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S152",,,,,,,,,,,,,,
"When this unit wins an attack or dies, target enemy unit gets -1/-1 until the end of the turn.",Common Shadow Unit,Cursespitter,,Unit,Zombie Wizard,Shadow,3,1,"%Persecuted% Ñ When Cursespitter wins an attack or dies, target enemy unit gets -1/-1 until the end of the turn.",1,2,,,,S,153,Common,0,dedication_Shadow_1.png,Common.png,frame_Unit_Shadow.psd,S153,30,030-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S153",,,,,,,,,,,,,,
"When this unit wins an attack or dies, target unit gets +2/+2.",Common Shadow Unit,Demonblade Cultist,,Unit,Human Cultist,Shadow,6,2,"%Persecuted% Ñ When Demonblade Cultist wins an attack or dies, target unit you control gets 2 +1/+1 counters.",3,3,,,,S,154,Common,0,dedication_Shadow_2.png,Common.png,frame_Unit_Shadow.psd,S154,31,031-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S154",,,,,,,,,,,,,,
"When this unit dies or wins a defense, each player discards a card.",Common Shadow Unit,Sower of Insanity,,Unit,Human Cleric,Shadow,4,2,"%Persecuted% Ñ When Sower of Insanity wins an attack or dies, each player discards a card.",2,2,,,,S,155,Common,0,dedication_Shadow_2.png,Common.png,frame_Unit_Shadow.psd,S155,7,007-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S155",,,,,,,,,,,,,,
"Gravebond - whenever a card leaves a discard pile, this unit gets Strength +2",Common Shadow Unit,Spectral Crypt Guard,,Unit,Spirit,Shadow,2,2,"%Gravebond% Ñ Whenever a card leaves your discard pile, Spectral Crypt Guard gets %Strength +2% until the end of the turn.",0,2,,,,S,156,Common,0,dedication_Shadow_2.png,Common.png,frame_Unit_Shadow.psd,S156,35,035-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S156",,,,,,,,,,,,,,
"Gravebond - whenever a card leaves a discard pile, deplete this unit to draw the bottom card of your deck.",Uncommon Shadow Unit,Grave Thief,,Unit,Human Rogue,Shadow,4,2,"%Gravebond% Ñ Whenever a card leaves your discard pile, you may deplete Grave Thief. If you do, draw a card from the bottom of your deck.",3,2,,,,S,157,Uncommon,1,dedication_Shadow_2.png,Uncommon.png,frame_Unit_Shadow.psd,S157,2,002-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S157",,,,,,,,,,,,,,
"When this unit comes into play, you may move any number of +1/+1 counters an an adjacent target enemy unit onto this.",Uncommon Shadow Unit,Drinker of Sorrow,,Unit,Elemental Spirit,Shadow,6,2,"%Flying%§§When you summon Drinker of Sorrow, you may move any number of +1/+1 counters on any number of adjacent enemy units onto Drinker of Sorrow.",2,2,,,,S,158,Uncommon,1,dedication_Shadow_2.png,Uncommon.png,frame_Unit_Shadow.psd,S158,27,027-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S158",,,,,,,,,,,,,,
This unit has strength and defense equal to the number of cards in target opponent's discard.,Uncommon Shadow Unit,Ix-Bound Initiates,,Unit,Human Cleric,Shadow,4,1,Ix-Bound Initiates has Strength and Defense equal to the number of unit cards in your opponents' discard piles.,*,*,,,,S,159,Uncommon,1,dedication_Shadow_1.png,Uncommon.png,frame_Unit_Shadow.psd,S159,30,030-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S159",,,,,,,,,,,,,,
"When this comes into play, target unit gets -X/-X, where X is the number of Hexes in play.",Uncommon Shadow Unit,Twisted Knife Cultist,,Unit,Human Wizard,Shadow,3,1,"When you summon Twisted Knife Cultist, target enemy unit gets -X/-X until the end of the turn, where X is equal to the number of Hexes in play.",2,3,,,,S,160,Uncommon,1,dedication_Shadow_1.png,Uncommon.png,frame_Unit_Shadow.psd,S160,15,015-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S160",,,,,,,,,,,,,,
"Elisset- Gravebond - whenever a card leaves a discard pile, target unit gets aggressive until the end of the turn. When she comes into play, put three 1/1 skeletons into play in the same space, and banish up to 3 cards in a single discard.",Rare Shadow Unit,"Elisset, Daughter of Ix",Legendary,Unit,Human Necromancer,Shadow,3,2,"When you summon Elisset, Daughter of Ix, banish 3 cards from your discard pile or sacrifice Elisset, Daughter of Ix.§§%Gravebond% Ñ Whenever a card leaves your discard pile, put a 1/1 Skeleton unit token with %Aggressive% into play in the same space Elisset, Daughter of Ix is on.",2,2,,,,S,161,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Unit_Shadow.psd,S161,52,052-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S161",,,,,,,,,,,,,,
"Flying, 5/5, whenever an opponent discards a card, it gets movement +1",Rare Shadow Unit,Senescent Draak,,Unit,Dragon,Shadow,7,2,"%Flying%§§Whenever an opponent discards a card, Senescent Draak gets %Movement +1% until the end of the turn.",5,5,,,,S,162,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Unit_Shadow.psd,S162,34,034-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S162",,,,,,,,,,,,,,
"2, banish a unit in your discard pile, £: target player sacrifices a unit with the same cost as the banished unit. If that player can't, he or she discards. 2 cards. Play this ability only on your turn.",Rare Shadow Unit,"Dannan, Keeper of the Ossuary",Legendary,Unit,Human Cleric,Shadow,5,1,"Pay {4}, banish a unit in your discard pile, £: Target player sacrifices a unit with the same cost as the banished unit. If that player can't, he or she discards two cards. Play this ability only during your turn.",2,4,,,,S,163,Rare,2,dedication_Shadow_1.png,Rare.png,frame_Unit_Shadow.psd,S163,5,005-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S163",,,,,,,,,,,,,,
"hex - unit gets +2/-1. If their defense is 0, its owner sacrifices it.",Common Shadow Spell,Bond of Ix,Charm,Spell,Alteration,Shadow,2,1,Charm target unit. Charmed unit gets +2/-1.,,,,,,S,164,Common,0,dedication_Shadow_1.png,Common.png,frame_Spell_Shadow.psd,S164,26,026-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S164",,,,,,,,,,,,,,
"charm - Discard a card to give this unit +2/+2, play only once",Common Shadow Spell,Sanguine Gift,Charm,Spell,Enchantment,Shadow,1,1,Charm target Shadow unit.§§Discard a card: Charmed unit gets +2/+2 until the end of the turn. Play this ability only once per turn.,,,,,,S,165,Common,0,dedication_Shadow_1.png,Common.png,frame_Spell_Shadow.psd,S165,46,046-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S165",,,,,,,,,,,,,,
Each player discards a card.,Common Shadow Spell,Shared Visions,Strategic,Spell,Divination,Shadow,2,1,Each player discards a card.,,,,,§§^One cannot peer into the Eye of Madness alone. It takes a village.^,S,166,Common,0,dedication_Shadow_1.png,Common.png,frame_Spell_Shadow.psd,S166,46,046-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S166",,,,,,,,,,,,,,
Banish a unit card in your discard to give a unit flying and +2/+2 until the end of the turn.,Common Shadow Spell,Wraith Possession,Tactical,Spell,Necromancy,Shadow,2,1,"As an additional cost to play Wraith Possession, banish a unit card in your discard pile.§§Target unit gets +2/+2 and %Flying% until the end of the turn.",,,,,"§§^""Brother Banvard lived a virtuous life? Then explain the anger and hatred that emerged from his crypt.""§Ñ Thyrian, Brother of Ix^",S,167,Common,0,dedication_Shadow_1.png,Common.png,frame_tactical_Spell_Shadow.psd,S167,46,046-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S167",,,,,,,,,,,,,,
Put 3 1/1 Human Cleric unit tokens into play on target ruins you control.,Common Shadow Strategy,Night Congregation,Tactical,Spell,Conjuration,Shadow,4,1,Put three 1/1 Shadow Human Cleric unit tokens into play on target Ruins you control.,,,,,,S,168,Common,0,dedication_Shadow_1.png,Common.png,frame_tactical_Spell_Shadow.psd,S168,46,046-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S168",,,,,,,,,,,,,,
Kill target unit with strength or defense 3 or less.,Uncommon Shadow Spell,Slaughter of the Meek,Strategic,Spell,Destruction,Shadow,3,1,Kill target unit with Strength or Defense 3 or less.,,,,,,S,169,Uncommon,1,dedication_Shadow_1.png,Uncommon.png,frame_Spell_Shadow.psd,S169,46,046-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S169",,,,,,,,,,,,,,
hex - friendly units may not move adjacent to this unit.,Uncommon Shadow Spell,Plagued By Suspicions,Charm,Spell,Hex,Shadow,5,2,Charm target unit. Non-enemy units may not move into spaces adjacent to charmed unit.,,,,,,S,170,Uncommon,1,dedication_Shadow_2.png,Uncommon.png,frame_Spell_Shadow.psd,S170,46,046-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S170",,,,,,,,,,,,,,
Destroy target charmed unit.,Uncommon Shadow Spell,Aura Corruption,Strategic,Spell,Destruction,Shadow,4,1,Destroy target charmed unit.,,,,,"§§^""It is not perverse to shatter an illusion of security. Fear should be confronted and conquered, not cowered from.""§ÑIx, Archdemon of Taruut^",S,171,Uncommon,1,dedication_Shadow_1.png,Uncommon.png,frame_Spell_Shadow.psd,S171,4,004-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S171",,,,,,,,,,,,,,
Secret Sermon - Each player who controls a shadow unit draws 2 cards. Any player who doesn't draw 2 cards in this way discards two cards.,Uncommon Shadow Spell,Secret Sermon,Strategic,Spell,Divination,Shadow,7,3,Each player who controls a Shadow unit draws two cards. Each player who does not control a Shadow unit discards two cards.,,,,,,S,172,Uncommon,1,dedication_Shadow_3.png,Uncommon.png,frame_Spell_Shadow.psd,S172,30,030-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S172",,,,,,,,,,,,,,
Charm - non-light unit in a discard is put into play under your control. It is a zombie.,Rare Shadow Spell,Second Life,Charm,Spell,Necromancy,Shadow,3,1,"When you play Second Life, return target non-Light unit in a discard pile to a territory you control, then charm it. Charmed unit is a Zombie in addition to its other types. If Second Life leaves or doesn't come into play, banish charmed unit.",,,,,"§§^""So this is the precious kiss so many have died for...""§Ñ Elisset, Daughter of Ix^",S,173,Rare,2,dedication_Shadow_1.png,Rare.png,frame_Spell_Shadow.psd,S173,52,052-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S173",,,,,,,,,,,,,,
Units you control get Damage +X until the end of the turn (X spell),Rare Shadow Spell,Rite of Madness,Strategic,Spell,Enchantment,Shadow,X,1,"As an additional cost to play Rite of Madness, sacrifice a unit.§§Units you control gain %Damage +X% until the end of the turn ^(add +X to their attack rolls this turn)^.",,,,,,S,174,Rare,2,dedication_Shadow_1.png,Rare.png,frame_Spell_Shadow.psd,S174,14,014-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S174",,,,,,,,,,,,,,
Each unit gets +2/-1 until the end of the turn.,Rare Shadow Spell,Chorus of Taruut,Strategic,Spell,Alteration,Shadow,4,2,All units get +2/-1 until the end of the turn.,,,,,,S,175,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Spell_Shadow.psd,S175,12,012-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S175",,,,,,,,,,,,,,
Ruins,Common Shadow Territory,Ruins,Basic,Territory,Ruins,Shadow,,1,"^Ruins adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,,~1,2,,S,176,Common,0,dedication_Shadow_1.png,Common.png,frame_Territory_Shadow_Basic.psd,S176,9,009-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S176",Ruins,Basic,Territory,Ruins,"^Ruins adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,dedication_Shadow_1.png,~1,2,Common.png,ruins_shadow.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S176",,
Ruins,Common Shadow Territory,Ruins,Basic,Territory,Ruins,Shadow,,1,"^Ruins adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,,~1,2,,S,177,Common,0,dedication_Shadow_1.png,Common.png,frame_Territory_Shadow_Basic.psd,S177,24,024-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S177",Ruins,Basic,Territory,Ruins,"^Ruins adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,dedication_Shadow_1.png,~1,2,Common.png,ruins_shadow.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S177",,
Ruins,Common Shadow Territory,Ruins,Basic,Territory,Ruins,Shadow,,1,"^Ruins adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,,~1,2,,S,178,Common,0,dedication_Shadow_1.png,Common.png,frame_Territory_Shadow_Basic.psd,S178,17,017-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S178",Ruins,Basic,Territory,Ruins,"^Ruins adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,dedication_Shadow_1.png,~1,2,Common.png,ruins_shadow.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S178",,
Ruins,Common Shadow Territory,Ruins,Basic,Territory,Ruins,Shadow,,1,"^Ruins adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,,~1,2,,S,179,Common,0,dedication_Shadow_1.png,Common.png,frame_Territory_Shadow_Basic.psd,S179,38,038-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S179",Ruins,Basic,Territory,Ruins,"^Ruins adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,dedication_Shadow_1.png,~1,2,Common.png,ruins_shadow.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S179",,
Taruut - Seat of Power,Rare Shadow Territory,"Taruut, Seat of Power",,Territory,,Shadow,,1,"At the beginning of your turn, banish a card in your discard or sacrifice Taruut, Seat of Power.§§Shadow units you control gain +1/+1.",,,~1,1,,S,180,Rare,2,dedication_Shadow_1.png,Rare.png,frame_Territory_Shadow.psd,S180,37,037-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S180","Taruut, Seat of Power",,Territory,,"At the beginning of your turn, banish a card in your discard or sacrifice Taruut, Seat of Power.§§Shadow units you control gain +1/+1.",,dedication_Shadow_1.png,~1,1,Rare.png,ruins_shadow.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - S180",,
Light + Earth - Unit - 2/3 with Ranged for 2,Common Light+,Greatheart Guardians,,Unit,Elf Soldier,Light_LE,2,LE,%Ranged% ^(This unit may attack units or territories up to one space away.)^,2,3,,,,H,181,Common,0,dedication_Light_LE_LE.png,Common.png,frame_Unit_Light_LE.psd,H181,41,041-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H181",,,,,,,,,,,,,,
Light + Air - Unit has +1 Movement and Counterattack,Common Light+,Halian Camelknight,,Unit,Human Knight,Light_LA,4,LA,"%Movement +1%§§%Counterattack% ^(When this unit is attacked, if it survives the attack, it may attack the unit that attacked it)^",3,3,,,,H,182,Common,0,dedication_Light_LA_LA.png,Common.png,frame_Unit_Light_LA.psd,H182,33,033-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H182",,,,,,,,,,,,,,
Light + Fire - Has Strength +2 when attacking and Defense +2 when defending.,Common Light+,Skarsdan Outrider,,Unit,Human Warrior,Light_LF,2,LF,Skarsdan Outrider has %Strength +2% when attacking and %Defense +2% when defending.,1,1,,,,H,183,Common,0,dedication_Light_LF_LF.png,Common.png,frame_Unit_Light_LF.psd,H183,23,023-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H183",,,,,,,,,,,,,,
"Light + Water, Unit, pay 3 mana, unit gains protection from the element of your choice until EOT.",Common Light+,Ferrian Templar,,Unit,Human Cleric,Light_LW,3,LW,"Pay {3}: Ferrian Templar gains %Protection% from the element of your choice until the end of the turn. ^(If this unit would be dealt damage by a source of the chosen element, it deals half that damage, rounded down, instead.)^",2,4,,,,H,184,Common,0,dedication_Light_LW_LW.png,Common.png,frame_Unit_Light_LW.psd,H184,14,014-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H184",,,,,,,,,,,,,,
Light + Earth Spell - target unit gets +2/+4,Common Light+,Wrap in Vigor,Tactical,Spell,Protection,Light_LE,2,LE,Target unit gets +2/+4 until the end of the turn.,,,,,,H,185,Common,0,dedication_Light_LE_LE.png,Common.png,frame_tactical_Spell_Light_LE.psd,H185,53,053-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H185",,,,,,,,,,,,,,
"Light + Air Spell - target unit gains flying, movement +1 and Rally 2 until the end of the turn.",Common Light+,Inspiring Wind,Strategic,Spell,Enchantment,Light_LA,6,LA,"Target unit gains %Flying%, %Movement +1% and %Rally% {2} until the end of the turn. ^(You may pay {2} to have that unit advance or attack against the same unit again after failing an attack. A unit may Rally only once per turn)^",,,,,,H,186,Common,0,dedication_Light_LA_LA.png,Common.png,frame_Spell_Light_LA.psd,H186,38,038-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H186",,,,,,,,,,,,,,
"Light + Earth Unit - When this unit dies, if it died on a territory you control, you may search your deck for a basic territory and out it into your hand. If it died on a territory an opponent controls, banish the territory it died on.",Uncommon Light+,Greatheart Ranger,,Unit,Elf Ranger,Light_LE,2,LE,"When Greatheart Ranger dies, if it died on a territory you control, you may search your deck for a basic Territory card, reveal it and draw it. If Greatheart Ranger died on a territory an opponent controls, banish that territory.",2,1,,,,H,187,Uncommon,1,dedication_Light_LE_LE.png,Uncommon.png,frame_Unit_Light_LE.psd,H187,4,004-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H187",,,,,,,,,,,,,,
"Light + Air Unit - Flying, protection from an element of your choice.",Uncommon Light+,Gleamcrested Sergeant,,Unit,Caladrian Soldier,Light_LA,3,LA,"%Flying%§§Pay {2}: Gleamcrested Sergeant gains %Protection% from the element of your choice until the end of the turn. ^(Half all damage dealt to this unit by units of the chosen element, rounded down.)^",2,2,,,,H,188,Uncommon,1,dedication_Light_LA_LA.png,Uncommon.png,frame_Unit_Light_LA.psd,H188,22,022-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H188",,,,,,,,,,,,,,
"Light + Fire unit - unit has damage +X, where X is equal to the number of battles you have won this turn.",Uncommon Light+,Faithful Wildling,,Unit,Ogre Soldier,Light_LF,6,LF,"Faithful Wildling has %Damage +X%, where X is equal to the number of battles you have won this turn ^(add +X to this unit's attack rolls)^.",6,4,,,"§§^""It ran up and down the battle lines, growing with primitive anticipation, howling with increasing excitement. When we let it go, it crashed through the line, annihilating scores of heretics.""§Ñ Errial, Merenthian Soldier^",H,189,Uncommon,1,dedication_Light_LF_LF.png,Uncommon.png,frame_Unit_Light_LF.psd,H189,29,029-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H189",,,,,,,,,,,,,,
"Light + Water Unit - Whenever you draw a card beyond the first card of a turn, put a +1/+1 counter on this.",Uncommon Light+,Knight of the Coral Mask,,Unit,Merfolk Knight,Light_LW,4,LW,"Whenever you draw a card beyond the first card of a turn, you may put a +1/+1 counter on Knight of the Coral Mask.",3,3,,,"§§^The Merfolk of the Turquoise Reef rose to answer the Inquisitors' call, hoping to end the pollution of their fragile homeland.^",H,190,Uncommon,1,dedication_Light_LW_LW.png,Uncommon.png,frame_Unit_Light_LW.psd,H190,21,021-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H190",,,,,,,,,,,,,,
"Light + Fire Spell - Target unit gets Strength +2 for each conquered territory opponents control, and gets Defense +2 for each conquered territory you control.",Uncommon Light+,Crusader's Zeal,Tactical,Spell,Enchantment,Light_LF,2,LF,"Target unit gets %Strength +2% until the end of the turn for each conquered territory your opponents control, and %Defense +2% until the end of the turn for each conquered territory you control.",,,,,,H,191,Uncommon,1,dedication_Light_LF_LF.png,Uncommon.png,frame_tactical_Spell_Light_LF.psd,H191,27,027-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H191",,,,,,,,,,,,,,
"Light + Water Spell - starting with your opponents, each player may return a unit in play to their hand. Each player who returns a unit in this way draws a card.",Uncommon Light+,Offer of Evacuation,Tactical,Spell,Divination,Light_LW,3,LW,"Starting with your opponents, each player may return a unit they control to its owner's hand. Each player who returns a unit to their hand in this way draws a card.",,,,,"§§^Early into the conflict, the Sages of Ferria tried to reason with the heretics, hoping to avoid drawing the Inquisition into its borders.^",H,192,Uncommon,1,dedication_Light_LW_LW.png,Uncommon.png,frame_tactical_Spell_Light_LW.psd,H192,38,038-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H192",,,,,,,,,,,,,,
